mol,mol_atom_id,x,y,z
4,77,115.18,105.012,88.3629
4,78,117.267,105.184,96.3782
4,79,116.748,100.503,94.7363
4,80,115.126,120.268,97.5148
4,81,116.151,124.98877089942364,96.1536
4,82,113.595,111.547,92.4225
4,83,113.188,112.435,91.9382
4,84,113.347,111.735,93.9432
4,85,112.761,110.863,94.2349
4,86,114.35,111.614,94.3539
4,87,112.817,113.052,94.4062
4,88,113.387,113.915,94.063
4,89,111.8,113.152,94.0249
4,90,112.844,113.003,95.8877
4,91,112.503,112.02,96.2104
4,92,113.888,113.107,96.1819
4,93,112.012,114.133,96.5062
4,94,112.67,114.986,96.6739
4,95,111.138,114.422,95.9218
4,96,111.618,113.877,97.4895
4,97,117.438,114.545,92.636
4,98,117.832,113.822,91.9221
4,99,117.611,114.104,94.07
4,100,117.163,113.11,94.0866
4,101,118.663,114.0,94.3356
4,102,116.852,114.917,95.2015
4,103,116.969,116.001,95.1671
4,104,115.798,114.691,95.0427
4,105,117.292,114.489,96.5597
4,106,117.267,113.4,96.5986
4,107,118.317,114.805,96.756
4,108,116.485,115.169,97.6318
4,109,116.687,116.238,97.7075
4,110,115.43,115.025,97.4031
4,111,116.496,114.645,98.5872
4,112,112.722,110.316,91.8984
4,113,112.849,110.368,90.8171
4,114,113.032,109.323,92.223
4,115,111.261,110.418,92.1708
4,116,110.807,111.381,91.9357
4,117,110.698,109.615,91.6967
4,118,111.032,110.392,93.236
4,119,118.279,115.835,92.4068
4,120,118.112,116.327,91.4481
4,121,118.129,116.577,93.1915
4,122,119.82,115.636,92.5632
4,123,120.125,115.433,93.5897
4,124,120.206,114.88,91.8793
4,125,120.463,116.476,92.299
4,126,116.769,121.089,88.5815
4,127,116.602,121.786,87.761
4,128,117.457,121.559,89.2841
4,129,117.523,119.901,87.9782
4,130,118.016,119.264,88.7131
4,131,116.719,119.323,87.5223
4,132,118.504,120.351,86.8873
4,133,117.891,120.916,86.186
4,134,119.205,121.044,87.3522
4,135,119.181,119.138,86.1909
4,136,119.603,118.632,87.0591
4,137,118.516,118.437,85.6865
