mol,mol_atom_id,x,y,z
4,42,114.766,115.702,73.8706
4,43,115.113,116.44,75.1369
4,44,111.406,132.29107762189827,80.5294
4,45,110.819,133.52337762189825,80.3146
4,46,110.853,134.52687762189828,81.3171
4,47,111.417,134.31907762189826,82.5481
4,48,114.255,116.226,72.7202
4,49,113.986,115.399,71.6635
4,50,114.156,113.983,71.8308
4,51,114.713,113.462,72.9487
4,52,112.599,129.82927762189826,81.5524
4,53,115.206,117.645,75.2733
4,54,110.465,135.79067762189825,80.9185
4,55,110.045,133.70487762189828,79.2383
4,56,113.366,115.96,70.5827
4,57,113.804,113.137,70.8543
4,58,113.285,133.22587762189826,85.0835
4,59,112.942,134.57407762189825,85.2894
4,60,112.672,135.67927762189828,85.4792
4,61,114.07,132.68147762189827,86.0916
4,62,114.671,132.21077762189827,86.9763
4,63,115.626,112.828,75.9715
4,64,116.127,112.545,77.2626
4,65,116.497,112.346,78.353
4,66,115.38,111.635,75.2642
4,67,115.328,110.592,74.7156
4,68,113.971,130.47787762189824,85.4366
4,69,116.229,114.78,77.8656
4,70,112.885,124.99607762189825,82.1609
4,71,113.278,123.43517762189826,81.4455
4,72,113.898,122.258,79.8728
4,73,114.008,120.576,79.3633
4,74,117.968,114.677,78.9937
4,75,118.515,115.535,80.4313
4,76,114.952,129.25757762189826,87.1036
4,77,116.08,130.17957762189826,86.113
4,78,111.452,131.50537762189828,79.7845
4,79,111.516,135.25887762189825,83.0724
4,80,114.165,117.305,72.6912
4,81,114.943,112.407,72.9886
4,82,112.503,125.00057762189826,80.3243
4,83,111.813,124.37067762189827,80.8863
4,84,111.649,126.35027762189827,80.4444
4,85,111.151,126.49517762189826,79.4855
4,86,112.312,127.19967762189826,80.6071
4,87,110.675,126.31437762189826,81.5486
4,88,111.288,126.05017762189826,82.4104
4,89,109.931,125.52877762189826,81.4151
4,90,109.961,127.63857762189826,81.8267
4,91,110.655,128.36767762189825,82.245
4,92,109.114,127.55587762189826,82.5077
4,93,109.523,128.39147762189828,80.5983
4,94,108.735,129.07497762189826,80.9144
4,95,109.116,127.68007762189826,79.8797
4,96,110.36,128.93667762189827,80.1618
4,97,114.615,122.308,77.0814
4,98,113.987,123.19377762189826,77.1793
4,99,115.588,122.82327762189826,76.0154
4,100,114.919,123.10827762189825,75.2037
4,101,116.296,122.093,75.623
4,102,116.328,124.03647762189826,76.422
4,103,117.154,123.84627762189825,77.1074
4,104,115.639,124.72307762189826,76.9135
4,105,116.897,124.73447762189826,75.1758
4,106,117.252,125.73577762189827,75.4192
4,107,116.112,124.83277762189826,74.4259
4,108,118.1,123.94257762189827,74.5712
4,109,118.68,124.57537762189827,73.8993
4,110,117.985,122.93017762189825,74.1842
4,111,118.789,123.80267762189825,75.4038
4,112,112.078,124.30237762189826,78.906
4,113,112.614,123.36587762189826,78.7535
4,114,112.263,124.93737762189826,78.0397
4,115,110.586,123.97937762189827,78.8026
4,116,109.905,124.82677762189826,78.8799
4,117,110.271,123.14527762189826,79.4298
4,118,110.373,123.54547762189827,77.8256
4,119,113.819,121.101,76.5616
4,120,113.966,120.165,77.1009
4,121,113.978,120.903,75.5016
4,122,112.38,121.384,76.6345
4,123,111.705,120.553,76.4285
4,124,112.263,122.155,75.8727
